451.123,ast_cnt,repeat_string,date,filename,name,451.353,590,451.2,451.13,6-501.12,500,451,6-501.14,451.126,3-302.11,205,480,451.404,6-501.16,4-501.11,451.321,451.14,451.35,451.103,451.104,451.344,5-205.15,4-903.11,451.117,5-202.12,6-501.11,451.36,3-501.16,520,7-206.12,6-404.11,3-305.11,6-202.15,3-304.12,3-701.11,6-501.111,4-601.11,5-203.14,4-602.12,4-204.112,2-401.11,451.11,4-901.11,5-205.11,205.103,480.425,590.009,4-502.13,6-501.114,6-201.11,4-501.114,6-201.16,451.121,451.124,480.5,451.34,520.119,451.000.,451.322,451.141,5-202.13,451.32,451.341,4-602.11,451.101,451.102,6-301.12,4-501.15,451.114,6-403.11,4-204.115,451.351,4-302.14,4-501.112,5-501.114,6-101.11,3-302.12,4-101.16,7-101.11,6-301.11,451.109,6-301.20,5-501.16,3-305.12,2-402.11,4-903.12,4-502.11,6-202.11,2022,2017,451.331,590.003,3-304.14,1,5-501.110,451.346,7-102.11,480.4,4-602.13,451.37,451.38,451.383,451.33,5-501.113,451.345,6-501.112,5-501.115,451.111,4-701.10,3-501.15,3-202.15,451.371,451.153,451.125,4-102.11,451.374,451.113,4-904.11,6-301.14,3.5,6.5,4-202.11,451.343,480.1,590.011,2-301.14,3-501.18,6-305.11,5-501.116,4-202.16,109,4-201.11,451.119,451.122,4-501.116,451.12,11,5-250.15,451.128,6-303.11,2-304.11,4-904.13,480.3,451.405,4-501.12,3-301.11,5-501.15,8,2-102.11,480.2,4-501.13,4-202.15,4-101.111,2013,2018,7-201.11,2016,3-101.11,3.302.11,6-501.15,5-502.11,6-201.17,480.55,3-304.15,4-501.16,4-501.18,7-3.,480.000.,4-301.12,4-501.14,2-103.11,4-601.12,6-304.11,451.218,4-402.12,6-202.12,4-501.17,90.6,480,4-702.11,3-13.,450.35,1,450.353,3-306.11,451.35,5,.480.500
138,106,355 repeat violations,9/16/2016 18:57,hampden-ludlow-report-09-06-16.docx,Facility_Inspection__Hampden_County_Jail_and_House_of_Correction_Ludlow__September_6_7_and_8_2016,43,2,,2,1,,1,,2,,1,1,1,,,,12,,,,,2,,,1,,2,2,2,,,,,,,,,,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,58,138 repeat violations,7/7/2015 18:35,hampden-ludlow-report-7-7-15.docx,Hampden_County_Jail_and_House_of_Correction_Ludlow,59,2,,19,,,1,,4,,1,3,1,,3,,18,10,1,,,,2,,1,1,5,2,2,,,,,3,,,,,,4,,7,,,1,,,,,3,,,,,3,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,6,5 repeat violations,2/3/2015 19:28,hampden-springfield-report-02-15.docx,Facility_Inspection__Western_Mass_Correctional_Alcohol_Center_Springfield__February_2015,53,2,,1,2,,1,,2,,1,1,1,,4,,2,5,,,,,2,1,,,,1,2,,,,,2,,,3,,4,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,,4/30/2014 13:55,hampden-springfield-report-04-14.docx,Facility_Inspection__Western_Mass_Correctional_Alcohol_Center_Springfield,9,2,,,,,1,,2,,1,1,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,6,4 repeat violations,4/30/2014 19:03,hampshire-county-hoc-and-jail-report-04-14.docx,Hampshire County HOC and Jail,18,2,,,,,1,,,,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,73,113 repeat violations,5/26/2016 12:59,hampshire-county-hoc-and-jail-report-05-16.docx,Hampshire County HOC and Jail,41,2,,,,,1,,1,,1,1,1,,2,,2,4,1,,,1,1,,2,,,,2,,,,,,,,,,1,,,3,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,38,40 repeat violations,6/3/2015 17:39,hampshire-county-hoc-and-jail-report-06-15.docx,Hampshire_County_Jail_and_House_of_Correction_Northampton,30,2,,,,,1,,1,,1,2,1,,1,,,4,1,,,,1,,,,,,2,,,,,,,1,,,1,1,,2,,,,,,,,,,,,3,3,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,5,4 repeat violations,12/24/2014 17:02,hampshire-county-hoc-and-jail-report-12-14.docx,Hampshire County Jail and HOC,10,2,,,,,1,,1,,1,1,1,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,66,84 repeat violations,12/16/2016 19:42,hampshire-county-hoc-and-jail-report-12-16.docx,Facility_Inspection__Hampshire_County_Jail_and_House_of_Correction_Northampton__December_8_2016,29,6,4,5,1,,1,,2,,1,1,1,,1,,7,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,62,90 repeat violations,12/18/2015 13:13,hampshire-northampton-report-12-21-15.docx,hampshire_County_jail_and_House_of_Correction_Northampton,61,2,,4,1,,1,,1,,1,1,1,,3,,,5,7,,1,,4,1,,1,1,1,2,,,,,,,,1,,5,1,,3,,,,,,,,,1,,,1,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,2,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,38,43 repeat violations,3/14/2016 15:29,massachusetts-treatment-center-report-02-18.docx,Facility_Inspection__Massachusetts_Treatment_Center_Bridgewater__March_1_2016,30,2,,3,3,,1,,,,1,1,1,,1,,,25,,,,,,,,8,,,2,,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,31,33 repeat violations,9/8/2015 16:57,massachusetts-treatment-center-report-09-15-15.docx,massachusetts_treatment_center_bridgewater,29,2,,2,2,,1,,,,1,1,1,,1,,,12,,,,,,,1,7,,,2,,1,1,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,36,35 repeat violations,10/9/2014 14:18,massachusetts-treatment-center-report-10-14.docx,Facility_Inspection__Massachusetts_Treatment_Center_Bridgewater__October_9_2014,56,2,,5,5,,1,,1,1,1,1,1,,5,,,12,,,1,3,2,,,,,1,2,,,1,1,2,,1,1,,4,1,,5,1,,,,,,,,1,,,1,1,,1,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,56,58 repeat violations,9/30/2016 17:03,massachusetts-treatment-center-report-10-16.docx,Facility_Inspection__Massachusetts_Treatment_Center_Bridgewater__September_14_2016,40,2,,2,5,,1,,,,1,1,1,,1,,,21,,,,,,,,11,,,2,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,44,45 repeat violations,3/13/2014 18:28,massachusetts-treatment-center-report-3-14.docx,Facility_Inspection__Massachusetts_Treatment_Center_Bridgewater__0314,33,2,,10,,,1,,,,1,1,1,,5,,,17,,,1,2,1,,1,2,,,,,,,,,,,1,,2,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,38,43 repeat violations,3/4/2015 16:18,massachusetts-treatment-center-report-3-15.docx,Mass Treatment Center,24,2,,,2,,1,,,,1,1,1,,2,,,9,,,,1,,,,3,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,139,147 repeat violations,6/13/2017 17:03,mci-cedar-junction-report-06-17.docx,Facility_Inspection__MCI_Cedar_Junction_Walpole_MA__May_15_16_and_17_2017,119,16,14,5,9,,1,,,,1,1,1,1,3,,1,13,8,,1,2,,,,2,1,,2,,,,1,,,,,,,,,1,,,,,,,,,,3,,,,,,,,1,,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,357,,11/1/2012,mci-cedar-junction-report-11-2012_conv.docx,MCI_Cedar_Junction_Facility_Inspection_Report11012012,139,2,,32,12,,1,1,7,8,1,1,1,1,2,,5,195,10,,4,3,18,,1,9,,,,,,8,1,3,1,1,16,,20,6,,8,,1,,,,,,1,,2,,,,,,,,1,,9,,1,,,,,,,,,,,,,,1,2,,,,1,,,4,,,,,4,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,218,225 repeat violations,12/9/2014 18:57,mci-cedar-junction-report-12-14.docx,MCI Cedar Junction,145,2,,3,6,,1,,7,2,1,1,1,,3,,1,44,7,,3,,3,,,1,,,,,1,,2,1,,,13,,,,,,,,,,,,,,,,,,,,,,,,,9,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,117,142 repeat violations,1/11/2017 17:34,mci-cedar-junction-report-12-16.docx,Facility_Inspection__MCI_Cedar_Junction_Walpole__December_2016,118,24,22,2,3,,1,,1,2,1,1,1,1,,,,16,3,,1,1,,,,1,1,,2,,,,1,,,,,,,,,2,,,,,,,,,1,1,,,,,,,,1,,10,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,173,198 repeat violations,12/18/2019 17:18,mci-cedar-junction-report-12-20-19.docx,MCI Cedar Junction,139,12,10,8,4,2,2,2,,,1,1,1,,1,,,18,13,,2,1,1,,,3,8,,,,,,,1,,8,,,,,1,4,1,,,,,,1,,,3,,,,,,,,1,,2,1,,,,2,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,109,,4/12/2010,mci-cedar-junction-report-4-12-10_conv.docx,MCI_Cedar_Junction,99,2,,26,6,,1,,3,6,1,1,1,1,2,,,75,4,,,3,8,,,3,,7,,,,,,3,,,2,,12,4,1,20,,1,,,,,,1,2,,,,,,,,,2,,9,,,,,,,,1,,,,1,,1,,,,1,,1,2,,,,,5,,,3,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,297,329 repeat violations,5/19/2014 13:39,mci-cedar-junction-report-5-14.docx,MCI Cedar Junction,209,2,,5,6,,1,,10,3,1,1,1,,1,,5,77,7,,5,,5,,,5,,1,,,,4,1,1,,1,1,,,,,5,,,,,,,,1,2,,,,1,,,,,,,9,1,,,,,,,,,,,,,,,,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,128,134 repeat violations,5/18/2015 13:16,mci-cedar-junction-report-5-15.docx,MCI_Cedar_Junction_Walpole,77,2,,2,3,,1,,8,,1,1,1,,,,,26,6,,1,,,,,,,,2,,,,1,,,1,2,,7,,,,,,,,,,,,,,,,,,,,,3,,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,398,,5/16/2013,mci-cedar-junction-report-5-16_2013_conv.docx,Facility_Inspection__MCI_Cedar_Junction,101,2,,11,9,,1,,5,2,1,1,1,,9,,13,189,9,,5,2,14,,,5,2,1,,,,4,1,1,,1,8,,19,4,,8,,,,,,,,1,1,1,,,,,,,,1,,9,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,218,,5/5/2011,mci-cedar-junction-report-5-5-11_conv.docx,MCI_Cedar_Junction,93,2,,28,5,,1,,4,,1,1,1,1,8,,,133,8,,,3,7,,,4,3,1,,,,2,2,1,,,2,,4,4,,4,,1,,,,,,2,1,1,,,,,,,,5,,9,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,1,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,39,39 repeat violations,5/18/2016 15:10,mci-concord-report-05-16.docx,Facility_Inspection__MCI_Concord__May_11_2016,5,2,,2,1,,1,,1,,1,1,1,,1,,,10,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,84,114 repeat violations,6/15/2017 11:57,mci-concord-report-06-17.docx,Facility_Inspection__MCI_Concord__May_30_31_and_June_2_2017,43,16,14,20,2,,1,,5,,1,1,1,1,3,,3,16,1,,,1,1,,1,10,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,6,12,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,235,260 repeat violations,1/13/2015 17:19,mci-concord-report-12-14.docx,MCI Concord,107,2,,12,1,,1,,3,,1,1,1,,9,,1,50,,,4,1,1,,1,4,,,2,,,2,2,,,,8,,4,,,,,,,,,,,,,,,,,,,,3,11,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,16,10 repeat violations,12/12/2016 16:12,mci-concord-report-12-16.docx,Facility_Inspection__MCI_Concord__December_2016,54,6,4,6,3,,1,,,,1,1,1,,7,,,11,1,,,,,,3,4,1,,2,,1,1,,,,,,,,,,,,,,,,,1,,,,2,,,,,,6,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,63,68 repeat violations,12/17/2015 18:24,mci-concord-report-12-17-15.docx,MCI_Concord,25,2,,7,1,,1,,1,,1,1,1,,3,,,18,,,,,,,,,,,2,,,1,2,,,,1,,1,,,1,,,,,,,1,,1,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,159,,5/13/2010,mci-concord-report-5-13-10_conv.docx,MCI_Concord_,84,2,,38,7,,1,,44,3,1,1,1,,13,,9,59,7,,13,5,,1,5,19,,8,,,,5,4,1,,1,6,,1,1,,2,,,,,,,,,,,,2,,,,,2,4,,,,,7,1,,,,,,,,,,,,1,,,,,,,,,,7,,,,,2,,,,,,,,,,,,8,,,,,,,,,,1,,,,1,,,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,76,100 repeat violations,6/12/2015 18:54,mci-concord-report-6-12-15.docx,MCI_Concord,38,2,,19,1,,1,,2,,1,1,1,,10,,6,22,,,16,1,1,1,2,,,,2,,,1,4,,,,1,,,,,1,,,,1,,,,,,,,,1,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,238,281 repeat violations,6/5/2014 16:45,mci-concord-report-6-14.docx,MCI Concord,129,2,,27,6,,1,,12,,1,1,1,,14,,10,40,2,,9,1,,1,,11,,2,,,,3,4,,,,10,,6,,,,,,,,,,,2,1,,,,,,,,3,17,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,6,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,243,,6/22/2012,mci-concord-report-6-2012_conv.docx,_MCI_Concord_Facility_Inspection_Report__06222012,148,2,,24,9,,1,2,13,,1,1,1,3,18,,4,77,5,,10,7,3,1,2,16,4,1,,,,3,1,3,,,16,,18,5,2,3,1,,,,,,,,2,,3,,,,,,3,5,,,,,,,1,,,1,,,,1,,,2,,,1,,2,,,2,,,1,,,,,2,,,,,,,,,,,1,2,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,272,,4/1/2020 3:04,mci-concord-report-6-2013_conv.docx,MCI_Concord_Facility_Inspection_Report,116,2,,11,7,,1,1,1,,1,1,1,,16,,1,80,,,18,4,3,1,,20,1,1,,,,4,2,,,,19,,7,1,1,4,,,,,,,,,2,,2,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,338,,4/1/2020 17:01,mci-concord-report-6-7-11_conv.docx,MCI_Concord_,107,2,,38,15,,1,,32,3,1,1,1,,19,,15,62,3,,28,7,1,,10,35,,11,,,,6,5,1,,4,7,1,2,5,2,11,,2,,,,,1,,2,,8,2,,,,,2,2,,,,,3,1,1,,,,,,,1,,,,1,,1,,2,,,3,,1,3,,,1,,3,,,,,,,,,,,1,9,,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,122,153 repeat violations,1/29/2016 16:12,mci-framingham-report-01-20-16.docx,Facility_Inspection__MCI_Framingham__February_29_2016,73,2,,3,10,,1,,2,,1,1,1,,4,,,4,,,,1,1,,1,13,,,2,,,1,1,,,2,2,,1,1,,,1,,,,,,,3,4,,,,,,,,15,3,,,,,1,,1,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,177,207 repeat violations,2/4/2014 20:52,mci-framingham-report-02-14.docx,MCI Framingham,60,2,,10,3,,1,1,11,1,1,1,1,,9,,,74,1,,3,,3,,,18,,,,,,,1,,,,,,3,3,,,,,,,,,,2,4,1,,,,,,,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
106,160,180 repeat violations,2/6/2015 18:05,mci-framingham-report-02-15.docx,Facility_Inspection__MCI_Framingham__February_2015,184,2,,16,7,,1,3,6,1,1,1,1,,5,,5,8,2,,5,,2,,1,9,,11,2,,,1,1,1,,,1,,2,4,,,1,,,1,,,,5,5,3,,2,,,1,,22,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,113,137 repeat violations,1/23/2017 13:57,mci-framingham-report-02-17.docx,Facility_Inspection__MCI_Framingham__January_19_and_30_2017,61,25,23,20,17,,1,,3,,1,1,1,,5,,4,2,5,,,1,1,,1,9,,1,2,,,,,,,,,,,1,,3,2,,,,,,,4,,3,,,,,,,2,1,,,,,,3,,,2,,,,,,,,,,,1,,,,,,,,,,,3,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,147,186 repeat violations,7/15/2015 19:52,mci-framingham-report-09-15-15.docx,MCI Framingham,100,2,,2,14,,1,,2,,1,1,1,1,7,,1,6,2,,3,,2,,1,14,,,2,,,1,4,,,,1,,3,,,,,,,,,,,4,,1,,,,,,,4,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,105,,1/25/2012,mci-framingham-report-1-12_2012.docx,MCI_Framingham__Facility_Inspection_Report__01252012,43,2,,12,8,,1,,14,,1,1,1,,6,,1,55,1,,5,3,1,,3,13,,7,,,1,2,5,3,,9,3,,,4,,3,,,,,,,,,6,,,1,,,,,22,12,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
51,75,,1/26/2010,mci-framingham-report-1-26-10_conv.docx,_MCI_Framingham,49,2,,20,2,,1,,14,1,1,1,1,,12,1,,48,3,,12,,5,,2,8,,3,,,1,,3,1,,,2,,1,1,,7,1,,,,,,,,6,,,4,,,,,20,6,,,,,4,1,,,,,,,,1,,4,,,,1,,,,,,,,3,,,3,,3,,,,,,,,,,1,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
41,67,,1/26/2011,mci-framingham-report-1-26-11.docx,MCI_Framingham_,63,2,,11,9,,1,,12,,1,1,1,,8,,,49,,1,16,2,,,2,15,,5,,,1,1,2,2,,3,5,,,5,,2,,2,,,,,,,6,,,1,,,,,22,4,,,,,4,,2,,,,,,,,,,,,,,,,,,,,,1,,,5,,,,,,,,,,,1,8,,6,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,108,124 repeat violations,6/17/2016 14:17,mci-framingham-report-6-7-16.docx,MCI_Framingham,59,2,,8,15,,1,,4,,1,1,1,,9,,3,2,3,,,2,1,,1,8,,11,2,,,2,2,,,,,,6,7,,,2,,,,,,2,3,2,1,,,1,,,,11,1,,,,,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
